date,total_cases,new_cases,total_deaths,new_deaths
2021-12-21,864737.0,55,13584.0,0
2021-12-22,864780.0,43,13584.0,0
2021-12-23,864796.0,16,13584.0,0
2021-12-24,864865.0,69,13584.0,0
2021-12-25,864945.0,80,13584.0,0
2021-12-26,864992.0,47,13584.0,0
2021-12-27,865034.0,42,13584.0,0
2021-12-28,865130.0,96,13585.0,1
2021-12-29,865157.0,27,13587.0,2
2021-12-30,865210.0,53,13587.0,0
2021-12-31,865297.0,87,13588.0,1
2022-01-01,865415.0,118,13588.0,0
2022-01-02,865518.0,103,13588.0,0
2022-01-03,865690.0,172,13588.0,0
2022-01-04,865805.0,115,13588.0,0
2022-01-05,866064.0,259,13589.0,1
2022-01-06,866331.0,267,13589.0,0
2022-01-07,866631.0,300,13589.0,0
2022-01-08,866909.0,278,13589.0,0
2022-01-09,867302.0,393,13589.0,0
2022-01-10,867662.0,360,13589.0,0
2022-01-11,868199.0,537,13590.0,1
2022-01-12,868611.0,412,13590.0,0
2022-01-13,869089.0,478,13590.0,0
2022-01-14,869643.0,554,13591.0,1
2022-01-15,870363.0,720,13591.0,0
2022-01-16,870929.0,566,13591.0,0
2022-01-17,871422.0,493,13591.0,0
2022-01-18,872092.0,670,13591.0,0
2022-01-19,873104.0,1012,13591.0,0
2022-01-20,874259.0,1155,13591.0,0
2022-01-21,875743.0,1484,13591.0,0
2022-01-22,877568.0,1825,13591.0,0
2022-01-23,879307.0,1739,13597.0,6
2022-01-24,881300.0,1993,13597.0,0
2022-01-25,883490.0,2190,13606.0,9
2022-01-26,886999.0,3509,13612.0,6
2022-01-27,891148.0,4149,13615.0,3
2022-01-28,895706.0,4558,13617.0,2
2022-01-29,901471.0,5765,13627.0,10
2022-01-30,908093.0,6622,13639.0,12
2022-01-31,913355.0,5262,13666.0,27
2022-02-01,919743.0,6388,13678.0,12
2022-02-02,928875.0,9132,13689.0,11
2022-02-03,939192.0,10317,13713.0,24
2022-02-04,952371.0,13179,13738.0,25
2022-02-05,965145.0,12774,13767.0,29
2022-02-06,980970.0,15825,13794.0,27
2022-02-07,993652.0,12682,13832.0,38
2022-02-08,1004469.0,10817,13872.0,40
2022-02-09,1018822.0,14353,13889.0,17
2022-02-10,1029912.0,11090,13911.0,22
2022-02-11,1040619.0,10707,13950.0,39
2022-02-12,1053036.0,12417,13989.0,39
2022-02-13,1063208.0,10172,14032.0,43
2022-02-14,1073483.0,10275,14085.0,53
2022-02-15,1082965.0,9482,14135.0,50
2022-02-16,1095353.0,12388,14191.0,56
2022-02-17,1103889.0,8536,14255.0,64
2022-02-18,1112078.0,8189,14301.0,46
2022-02-19,1121531.0,9453,14326.0,25
2022-02-20,1129667.0,8136,14358.0,32
2022-02-21,1135025.0,5358,14382.0,24
2022-02-22,1140233.0,5208,14415.0,33
2022-02-23,1147528.0,7295,14466.0,51
2022-02-24,1154383.0,6855,14513.0,47
2022-02-25,1158907.0,4524,14555.0,42
2022-02-26,1163582.0,4675,14585.0,30
2022-02-27,1167539.0,3957,14609.0,24
2022-02-28,1174839.0,7300,14664.0,55
2022-03-01,1178473.0,3634,14690.0,26
2022-03-02,1182669.0,4196,14710.0,20
2022-03-03,1187338.0,4669,14730.0,20
2022-03-04,1191065.0,3727,14754.0,24
2022-03-05,1194124.0,3059,14779.0,25
2022-03-06,1197793.0,3669,14798.0,19
2022-03-07,1200486.0,2693,14828.0,30
2022-03-08,1204055.0,3569,14852.0,24
2022-03-09,1207927.0,3872,14863.0,11
2022-03-10,1211473.0,3546,14881.0,18
2022-03-11,1214021.0,2548,14896.0,15
2022-03-12,1216126.0,2105,14921.0,25
2022-03-13,1218000.0,1874,14955.0,34
2022-03-14,1219307.0,1307,14988.0,33
2022-03-15,1220878.0,1571,15019.0,31
2022-03-16,1222584.0,1706,15031.0,12
2022-03-17,1224167.0,1583,15043.0,12
2022-03-18,1225683.0,1516,15061.0,18
2022-03-19,1227168.0,1485,15073.0,12
2022-03-20,1228335.0,1167,15087.0,14
2022-03-21,1229197.0,862,15093.0,6
2022-03-22,1230209.0,1012,15102.0,9
2022-03-23,1231444.0,1235,15106.0,4
2022-03-24,1232511.0,1067,15111.0,5
2022-03-25,1233401.0,890,15116.0,5
2022-03-26,1234197.0,796,15121.0,5
2022-03-27,1234791.0,594,15126.0,5
2022-03-28,1235364.0,573,15138.0,12
2022-03-29,1236106.0,742,15148.0,10
2022-03-30,1237007.0,901,15159.0,11
2022-03-31,1237736.0,729,15167.0,8
2022-04-01,1238377.0,641,15175.0,8
2022-04-02,1239010.0,633,15183.0,8
2022-04-03,1239622.0,612,15190.0,7
2022-04-04,1240110.0,488,15200.0,10
2022-04-05,1240678.0,568,15205.0,5
2022-04-06,1241431.0,753,15207.0,2
2022-04-07,1242105.0,674,15212.0,5
2022-04-08,1242697.0,592,15214.0,2
2022-04-09,1243147.0,450,15217.0,3
2022-04-10,1243517.0,370,15220.0,3
2022-04-11,1243829.0,312,15224.0,4
2022-04-12,1244184.0,355,15229.0,5
2022-04-13,1244583.0,399,15232.0,3
2022-04-14,1244955.0,372,15234.0,2
2022-04-15,1245265.0,310,15238.0,4
2022-04-16,1245458.0,193,15240.0,2
2022-04-17,1245653.0,195,15244.0,4
2022-04-18,1245823.0,170,15250.0,6
2022-04-19,1246002.0,179,15252.0,2
2022-04-20,1246233.0,231,15254.0,2
2022-04-21,1246392.0,159,15258.0,4
2022-04-22,1246607.0,215,15261.0,3
2022-04-23,1246779.0,172,15264.0,3
2022-04-24,1246914.0,135,15265.0,1
2022-04-25,1247015.0,101,15266.0,1
2022-04-26,1247214.0,199,15268.0,2
2022-04-27,1247344.0,130,15271.0,3
2022-04-28,1247457.0,113,15272.0,1
2022-04-29,1247583.0,126,15273.0,1
2022-04-30,1247734.0,151,15274.0,1
2022-05-01,1247815.0,81,15275.0,1
2022-05-02,1247903.0,88,15277.0,2
2022-05-03,1247943.0,40,15278.0,1
2022-05-04,1248005.0,62,15280.0,2
2022-05-05,1248091.0,86,15281.0,1
2022-05-06,1248180.0,89,15282.0,1
2022-05-07,1248242.0,62,15283.0,1
2022-05-08,1248320.0,78,15284.0,1
2022-05-09,1248422.0,102,15285.0,1
2022-05-10,1248572.0,150,15287.0,2
2022-05-11,1248701.0,129,15288.0,1
2022-05-12,1248801.0,100,15290.0,2
2022-05-13,1248902.0,101,15291.0,1
2022-05-14,1249016.0,114,15292.0,1
2022-05-15,1249109.0,93,15293.0,1
2022-05-16,1249179.0,70,15293.0,0
2022-05-17,1249254.0,75,15293.0,0
2022-05-18,1249367.0,113,15294.0,1
2022-05-19,1249457.0,90,15294.0,0
2022-05-20,1249539.0,82,15294.0,0
2022-05-21,1249632.0,93,15294.0,0
2022-05-22,1249742.0,110,15296.0,2
2022-05-23,1249800.0,58,15297.0,1
2022-05-24,1249948.0,148,15300.0,3
2022-05-25,1250076.0,128,15300.0,0
2022-05-26,1250200.0,124,15300.0,0
2022-05-27,1250310.0,110,15300.0,0
2022-05-28,1250414.0,104,15300.0,0
2022-05-29,1250503.0,89,15300.0,0
2022-05-30,1250584.0,81,15303.0,3
2022-05-31,1250716.0,132,15303.0,0
2022-06-01,1250880.0,164,15303.0,0
2022-06-02,1251038.0,158,15303.0,0
2022-06-03,1251211.0,173,15303.0,0
2022-06-04,1251384.0,173,15303.0,0
2022-06-05,1251579.0,195,15303.0,0
2022-06-06,1251726.0,147,15303.0,0
2022-06-07,1251986.0,260,15303.0,0
2022-06-08,1252274.0,288,15303.0,0
2022-06-09,1252550.0,276,15303.0,0
2022-06-10,1252883.0,333,15303.0,0
2022-06-11,1253197.0,314,15303.0,0
2022-06-12,1253519.0,322,15303.0,0
2022-06-13,1253867.0,348,15304.0,1
2022-06-14,1254384.0,517,15304.0,0
2022-06-15,1255114.0,730,15304.0,0
2022-06-16,1255810.0,696,15305.0,1
2022-06-17,1256496.0,686,15305.0,0
2022-06-18,1257229.0,733,15305.0,0
2022-06-19,1257964.0,735,15308.0,3
2022-06-20,1258665.0,701,15309.0,1
2022-06-21,1259618.0,953,15311.0,2
2022-06-22,1260844.0,1226,15311.0,0
2022-06-23,1261898.0,1054,15311.0,0
2022-06-24,1263164.0,1266,15313.0,2
2022-06-25,1264209.0,1045,15313.0,0
2022-06-26,1265264.0,1055,15313.0,0
2022-06-27,1266102.0,838,15313.0,0
2022-06-28,1267352.0,1250,15314.0,1
2022-06-29,1268486.0,1134,15314.0,0
2022-06-30,1269741.0,1255,15315.0,1
2022-07-01,1270841.0,1100,15316.0,1
2022-07-02,1271824.0,983,15317.0,1
2022-07-03,1272755.0,931,15320.0,3
2022-07-04,1273492.0,737,15323.0,3
2022-07-05,1274768.0,1276,15325.0,2
2022-07-06,1276284.0,1516,15327.0,2
2022-07-07,1277760.0,1476,15329.0,2
2022-07-08,1278911.0,1151,15331.0,2
2022-07-09,1280389.0,1478,15334.0,3
2022-07-10,1282064.0,1675,15338.0,4
2022-07-11,1282876.0,812,15342.0,4
2022-07-12,1284470.0,1594,15346.0,4
2022-07-13,1286491.0,2021,15350.0,4
2022-07-14,1288240.0,1749,15356.0,6
2022-07-15,1289853.0,1613,15359.0,3
2022-07-16,1291984.0,2131,15364.0,5
2022-07-17,1293986.0,2002,15367.0,3
2022-07-18,1295850.0,1864,15369.0,2
2022-07-19,1298335.0,2485,15371.0,2
2022-07-20,1301285.0,2950,15373.0,2
2022-07-21,1304168.0,2883,15377.0,4
2022-07-22,1306633.0,2465,15383.0,6
2022-07-23,1309294.0,2661,15384.0,1
2022-07-24,1311445.0,2151,15384.0,0
2022-07-25,1313613.0,2168,15386.0,2
2022-07-26,1316587.0,2974,15389.0,3
2022-07-27,1319866.0,3279,15390.0,1
2022-07-28,1323023.0,3157,15392.0,2
2022-07-29,1326010.0,2987,15395.0,3
2022-07-30,1328639.0,2629,15400.0,5
2022-07-31,1330837.0,2198,15402.0,2
2022-08-01,1332323.0,1486,15404.0,2
2022-08-02,1334316.0,1993,15408.0,4
2022-08-03,1336848.0,2532,15412.0,4
2022-08-04,1339662.0,2814,15414.0,2
2022-08-05,1342231.0,2569,15418.0,4
2022-08-06,1344587.0,2356,15421.0,3
2022-08-07,1346411.0,1824,15426.0,5
2022-08-08,1348711.0,2300,15429.0,3
2022-08-09,1351009.0,2298,15434.0,5
2022-08-10,1353233.0,2224,15438.0,4
2022-08-11,1355451.0,2218,15443.0,5
2022-08-12,1358309.0,2858,15445.0,2
2022-08-13,1360596.0,2287,15449.0,4
2022-08-14,1362705.0,2109,15452.0,3
2022-08-15,1364607.0,1902,15455.0,3
2022-08-16,1367069.0,2462,15457.0,2
2022-08-17,1369473.0,2404,15461.0,4
2022-08-18,1371533.0,2060,15463.0,2
2022-08-19,1373750.0,2217,15468.0,5
2022-08-20,1376074.0,2324,15471.0,3
2022-08-21,1377971.0,1897,15475.0,4
2022-08-22,1379517.0,1546,15479.0,4
2022-08-23,1380987.0,1470,15482.0,3
2022-08-24,1383204.0,2217,15485.0,3
2022-08-25,1385687.0,2483,15489.0,4
2022-08-26,1387575.0,1888,15492.0,3
2022-08-27,1389487.0,1912,15494.0,2
2022-08-28,1390976.0,1489,15496.0,2
2022-08-29,1392192.0,1216,15500.0,4
2022-08-30,1393909.0,1717,15502.0,2
2022-08-31,1395840.0,1931,15505.0,3
2022-09-01,1397542.0,1702,15509.0,4
2022-09-02,1399042.0,1500,15512.0,3
2022-09-03,1400548.0,1506,15516.0,4
2022-09-04,1401805.0,1257,15519.0,3
2022-09-05,1402797.0,992,15523.0,4
2022-09-06,1404184.0,1387,15526.0,3
2022-09-07,1405670.0,1486,15530.0,4
2022-09-08,1406988.0,1318,15531.0,1
2022-09-09,1408154.0,1166,15533.0,2
2022-09-10,1409279.0,1125,15534.0,1
2022-09-11,1410134.0,855,15537.0,3
2022-09-12,1410887.0,753,15540.0,3
2022-09-13,1411948.0,1061,15542.0,2
2022-09-14,1413176.0,1228,15546.0,4
2022-09-15,1414292.0,1116,15551.0,5
2022-09-16,1415313.0,1021,15554.0,3
2022-09-17,1416206.0,893,15556.0,2
2022-09-18,1417000.0,794,15559.0,3
2022-09-19,1417626.0,626,15563.0,4
2022-09-20,1418578.0,952,15566.0,3
2022-09-21,1419552.0,974,15570.0,4
2022-09-22,1420440.0,888,15572.0,2
2022-09-23,1421152.0,712,15574.0,2
2022-09-24,1421839.0,687,15575.0,1
2022-09-25,1422419.0,580,15578.0,3
2022-09-26,1422965.0,546,15581.0,3
2022-09-27,1423705.0,740,15583.0,2
2022-09-28,1424400.0,695,15586.0,3
2022-09-29,1425181.0,781,15589.0,3
2022-09-30,1425915.0,734,15593.0,4
2022-10-01,1426518.0,603,15595.0,2
2022-10-02,1427069.0,551,15596.0,1
2022-10-03,1427453.0,384,15599.0,3
2022-10-04,1428121.0,668,15601.0,2
2022-10-05,1428721.0,600,15601.0,0
2022-10-06,1429401.0,680,15601.0,0
2022-10-07,1429921.0,520,15601.0,0
2022-10-08,1430421.0,500,15601.0,0
2022-10-09,1430886.0,465,15602.0,1
2022-10-10,1431382.0,496,15602.0,0
2022-10-11,1432120.0,738,15603.0,1
2022-10-12,1432872.0,752,15603.0,0
2022-10-13,1433580.0,708,15605.0,2
2022-10-14,1434192.0,612,15606.0,1
2022-10-15,1434769.0,577,15608.0,2
2022-10-16,1435287.0,518,15610.0,2
2022-10-17,1435735.0,448,15611.0,1
2022-10-18,1436432.0,697,15612.0,1
2022-10-19,1437323.0,891,15614.0,2
2022-10-20,1438107.0,784,15615.0,1
2022-10-21,1438880.0,773,15615.0,0
2022-10-22,1439544.0,664,15617.0,2
2022-10-23,1440187.0,643,15619.0,2
2022-10-24,1440812.0,625,15620.0,1
2022-10-25,1441701.0,889,15623.0,3
2022-10-26,1442767.0,1066,15626.0,3
2022-10-27,1443829.0,1062,15628.0,2
2022-10-28,1444836.0,1007,15628.0,0
2022-10-29,1445877.0,1041,15631.0,3
2022-10-30,1446958.0,1081,15633.0,2
2022-10-31,1447780.0,822,15634.0,1
2022-11-01,1449339.0,1559,15636.0,2
2022-11-02,1451120.0,1781,15639.0,3
2022-11-03,1452943.0,1823,15642.0,3
2022-11-04,1454979.0,2036,15646.0,4
2022-11-05,1456838.0,1859,15649.0,3
2022-11-06,1458380.0,1542,15653.0,4
2022-11-07,1459725.0,1345,15657.0,4
2022-11-08,1461979.0,2254,15660.0,3
2022-11-09,1464536.0,2557,15664.0,4
2022-11-10,1466932.0,2396,15666.0,2
2022-11-11,1469515.0,2583,15671.0,5
2022-11-12,1472026.0,2511,15677.0,6
2022-11-13,1474287.0,2261,15685.0,8
2022-11-14,1476058.0,1771,15693.0,8
2022-11-15,1478990.0,2932,15697.0,4
2022-11-16,1482658.0,3668,15703.0,6
2022-11-17,1486132.0,3474,15708.0,5
2022-11-18,1488930.0,2798,15715.0,7
2022-11-19,1491558.0,2628,15720.0,5
2022-11-20,1493931.0,2373,15727.0,7
2022-11-21,1495720.0,1789,15736.0,9
2022-11-22,1498564.0,2844,15750.0,14
2022-11-23,1501582.0,3018,15757.0,7
2022-11-24,1504600.0,3018,15766.0,9
2022-11-25,1507150.0,2550,15770.0,4
2022-11-26,1509385.0,2235,15775.0,5
2022-11-27,1511229.0,1844,15782.0,7
2022-11-28,1512525.0,1296,15789.0,7
2022-11-29,1514545.0,2020,15795.0,6
2022-11-30,1516900.0,2355,15801.0,6
2022-12-01,1518857.0,1957,15810.0,9
2022-12-02,1520501.0,1644,15817.0,7
2022-12-03,1521942.0,1441,15818.0,1
2022-12-04,1522998.0,1056,15822.0,4
2022-12-05,1523802.0,804,15830.0,8
2022-12-06,1525050.0,1248,15834.0,4
2022-12-07,1526330.0,1280,15838.0,4
2022-12-08,1527368.0,1038,15840.0,2
2022-12-09,1528186.0,818,15848.0,8
2022-12-10,1528941.0,755,15849.0,1
2022-12-11,1529544.0,603,15854.0,5
2022-12-12,1529982.0,438,15856.0,2
2022-12-13,1530568.0,586,15860.0,4
2022-12-14,1531274.0,706,15865.0,5
2022-12-15,1531847.0,573,15867.0,2
2022-12-16,1532332.0,485,15874.0,7
2022-12-17,1532726.0,394,15879.0,5
2022-12-18,1533019.0,293,15881.0,2
2022-12-19,1533303.0,284,15883.0,2
2022-12-20,1533620.0,317,15886.0,3
2022-12-21,1533999.0,379,15890.0,4
2022-12-22,1534302.0,303,15893.0,3
2022-12-23,1534582.0,280,15895.0,2
2022-12-24,1534836.0,254,15898.0,3
2022-12-25,1535048.0,212,15900.0,2
2022-12-26,1535185.0,137,15901.0,1
2022-12-27,1535370.0,185,15901.0,0
2022-12-28,1535600.0,230,15903.0,2
2022-12-29,1535789.0,189,15904.0,1
2022-12-30,1535970.0,181,15906.0,2
2022-12-31,1536126.0,156,15909.0,3
2023-01-01,1536256.0,130,15911.0,2
2023-01-02,1536325.0,69,15913.0,2
2023-01-03,1536517.0,192,15914.0,1
2023-01-04,1536727.0,210,15915.0,1
2023-01-05,1536910.0,183,15916.0,1
2023-01-06,1537098.0,188,15918.0,2
2023-01-07,1537249.0,151,15920.0,2
2023-01-08,1537374.0,125,15921.0,1
2023-01-09,1537455.0,81,15924.0,3
2023-01-10,1537579.0,124,15925.0,1
2023-01-11,1537725.0,146,15926.0,1
2023-01-12,1537884.0,159,15926.0,0
2023-01-13,1538004.0,120,15928.0,2
2023-01-14,1538176.0,172,15928.0,0
2023-01-15,1538260.0,84,15929.0,1
2023-01-16,1538330.0,70,15929.0,0
2023-01-17,1538441.0,111,15929.0,0
2023-01-18,1538559.0,118,15931.0,2
2023-01-19,1538643.0,84,15934.0,3
2023-01-20,1538735.0,92,15936.0,2
2023-01-21,1538816.0,81,15937.0,1
2023-01-22,1538900.0,84,15939.0,2
2023-01-23,1538945.0,45,15939.0,0
2023-01-24,1539007.0,62,15940.0,1
2023-01-25,1539094.0,87,15941.0,1
2023-01-26,1539191.0,97,15941.0,0
2023-01-27,1539255.0,64,15941.0,0
2023-01-28,1539325.0,70,15941.0,0
2023-01-29,1539388.0,63,15942.0,1
2023-01-30,1539456.0,68,15942.0,0
2023-01-31,1539553.0,97,15942.0,0
2023-02-01,1539633.0,80,15942.0,0
2023-02-02,1539734.0,101,15942.0,0
2023-02-03,1539796.0,62,15944.0,2
2023-02-04,1539857.0,61,15946.0,2
2023-02-05,1539908.0,51,15946.0,0
2023-02-06,1539977.0,69,15947.0,1
2023-02-07,1540177.0,200,15948.0,1
2023-02-08,1540267.0,90,15949.0,1
2023-02-09,1540355.0,88,15949.0,0
2023-02-10,1540459.0,104,15950.0,1
2023-02-11,1540551.0,92,15951.0,1
2023-02-12,1540627.0,76,15952.0,1
2023-02-13,1540700.0,73,15952.0,0
2023-02-14,1540789.0,89,15954.0,2
2023-02-15,1540890.0,101,15955.0,1
2023-02-16,1540999.0,109,15955.0,0
2023-02-17,1541112.0,113,15957.0,2
2023-02-18,1541199.0,87,15957.0,0
2023-02-19,1541258.0,59,15958.0,1
2023-02-20,1541306.0,48,15958.0,0
2023-02-21,1541403.0,97,15960.0,2
2023-02-22,1541495.0,92,15960.0,0
2023-02-23,1541569.0,74,15961.0,1
2023-02-24,1541666.0,97,15962.0,1
2023-02-25,1541744.0,78,15963.0,1
2023-02-26,1541820.0,76,15963.0,0
2023-02-27,1541869.0,49,15963.0,0
2023-02-28,1541970.0,101,15963.0,0
2023-03-01,1542064.0,94,15964.0,1
2023-03-02,1542170.0,106,15964.0,0
2023-03-03,1542265.0,95,15964.0,0
2023-03-04,1542365.0,100,15964.0,0
2023-03-05,1542443.0,78,15964.0,0
2023-03-06,1542496.0,53,15964.0,0
2023-03-07,1542623.0,127,15964.0,0
2023-03-08,1542775.0,152,15965.0,1
2023-03-09,1542917.0,142,15966.0,1
2023-03-10,1543071.0,154,15966.0,0
2023-03-11,1543195.0,124,15966.0,0
2023-03-12,1543310.0,115,15967.0,1
2023-03-13,1543422.0,112,15967.0,0
2023-03-14,1543557.0,135,15968.0,1
2023-03-15,1543722.0,165,15969.0,1
2023-03-16,1543896.0,174,15970.0,1
2023-03-17,1544048.0,152,15972.0,2
2023-03-18,1544205.0,157,15973.0,1
2023-03-19,1544333.0,128,15973.0,0
2023-03-20,1544433.0,100,15974.0,1
2023-03-21,1544635.0,202,15974.0,0
2023-03-22,1544859.0,224,15975.0,1
2023-03-23,1545009.0,150,15975.0,0
2023-03-24,1545154.0,145,15975.0,0
2023-03-25,1545327.0,173,15977.0,2
2023-03-26,1545532.0,205,15977.0,0
2023-03-27,1545669.0,137,15977.0,0
2023-03-28,1545903.0,234,15978.0,1
2023-03-29,1546143.0,240,15978.0,0
2023-03-30,1546383.0,240,15978.0,0
2023-03-31,1546579.0,196,15981.0,3
2023-04-01,1546798.0,219,15982.0,1
2023-04-02,1547000.0,202,15982.0,0
2023-04-03,1547136.0,136,15982.0,0
2023-04-04,1547371.0,235,15984.0,2
2023-04-05,1547651.0,280,15985.0,1
2023-04-06,1547929.0,278,15986.0,1
2023-04-07,1548224.0,295,15987.0,1
2023-04-08,1548414.0,190,15988.0,1
2023-04-09,1548619.0,205,15988.0,0
2023-04-10,1548841.0,222,15988.0,0
2023-04-11,1549214.0,373,15992.0,4
2023-04-12,1549689.0,475,15996.0,4
2023-04-13,1550130.0,441,16000.0,4
2023-04-14,1550616.0,486,16004.0,4
2023-04-15,1551011.0,395,16006.0,2
2023-04-16,1551423.0,412,16006.0,0
2023-04-17,1551717.0,294,16009.0,3
2023-04-18,,0,,0
